label,preprocessed,EventTime,People,Organisation,Location
1852,fair Glitches prompt Victoria reconsider NAPLAN Online,78 days 12:46:00.518526000,"{NAPLAN, Victoria, Li, shing, Ka}",set(),set()
1853,St Mirren battle avoid play place wire,78 days 12:45:56.518526000,{St},"{Chelsea, Harvard, University}",set()
1854,Paul Pogba transfer Manchester United great Patrice Evra predicts friend leave Old Trafford,78 days 12:45:33.518526000,"{Patrice, Patrice, Evra, Evra, Paul, Pogba, Paul, Pogba}",{Utd},{Trafford}
1855,Psalm told collect unpaid dues IPPAs electric coops,78 days 12:45:19.518526000,set(),{Vodafone},set()
1856,Gigi Hadid Fronts Burberry Campaign Monogram Collection,78 days 12:44:39.518526000,"{Hadid, Hadid, Gigi, Gigi}",set(),set()
1857,BAFTA TV Awards Killing Eve Patrick Melrose Score Awards Winners Revealed,78 days 12:44:27.518526000,set(),"{Eve, Bafta, BAFTA, TV, Awards, Stars}",set()
1858,Guardiola calls Man City Premier League title toughest triumph video,78 days 12:43:41.518526000,set(),set(),"{Man, City}"
1859,Guardiola says Man City triumph toughest title career,78 days 12:43:14.518526000,"{Man, Guardiola, Guardiola, City}",set(),set()
1860,Turkey finance minister says inflation drop,78 days 12:43:10.518526000,set(),set(),"{Turkey, Turkey}"
1861,Social media giants ignore law Canada seriously MPs,78 days 12:42:58.518526000,set(),"{Canada, Canada, Canada}",set()
1862,issues Canada needs address wants attract foreign capital,78 days 12:42:53.518526000,set(),set(),"{Canada, Canada}"
1863,USD POLL Shadowhunters relationship like spin based,78 days 12:42:49.518526000,"{Shadowhunters, Centara, Kisumu}",set(),set()
1864,cute photos Davido daughter birthday party,78 days 12:42:41.518526000,"{Davido, Patapaa}",set(),set()
1865,quarters voters think government spent time Brexit,78 days 12:42:03.518526000,"{Brexit, Marsinah}",set(),set()
1866,NAFDAC seals medicine stores alleged sale fake drugs,78 days 12:41:59.518526000,"{Lukolis, Busia}",set(),set()
1867,Ballymurphy paratrooper says soldiers control,78 days 12:41:59.518526000,"{Guaidó, Ballymurphy}",set(),set()
1868,boyfriend wear bizarre denim Jeado swimwear holiday,78 days 12:41:58.518526000,"{Jeado, Jeado, Diamantino}",set(),set()
1869,Cebuana beauty queen treasures lessons learned Little Miss Universe,78 days 12:41:47.518526000,"{BottleRock, Amakhosi}",set(),set()
1870,compared AirPods knockoffs real thing found,78 days 12:41:44.518526000,"{AirPods, Middendorp}",set(),set()
1871,Folau tells church service rugby fallout challenging encouraging,78 days 12:40:43.518526000,"{Mamelodi, Folau}",set(),set()
1872,Somalie pour la première fois des violeurs sont condamnés grâce à des preuves génétiques,78 days 12:40:32.518526000,set(),"{Tchad, Somalie, Élections}",set()
1873,Police arrest suspected cultists Calabar recover arms,78 days 12:40:20.518526000,"{Musona, Kileleshwa, Katsina, Calabar}",set(),set()
1874,Rouhani calls unity face unprecedented pressure,78 days 12:39:14.518526000,"{Rouhani, Jokowi}",set(),set()
1875,wanted right Corica says revenge inspired thrashing,78 days 12:38:57.518526000,"{NAPLAN, Corica}",set(),set()
1876,Comelec stands vote buying crackdown despite Duterte joke,78 days 12:38:35.518526000,"{Ilonggo, Mabilog, Comelec, Bangsamoro, NFIU, Crisologo, Pangilinan}","{Comelec, Brexit, Soccsksargen, PPCRV, Malacañang}",{Comelec}
1877,Comelec sees need extend voting hours,78 days 12:37:19.518526000,"{Comelec, Ghosn, Ifmis}",{Didiza},set()
1878,Swissco completes disposal substantial offshore support vessels business,78 days 12:37:10.518526000,"{Sedyatmo, Plibersek, Swissco}",set(),set()
1879,Sixth form college funding cent,78 days 12:36:59.518526000,set(),set(),set()
1880,Brexit talks Keir Starmer demands second referendum bombshell intervention,78 days 12:36:35.518526000,"{Brexit, Brexit, Keir, Brexit, Starmer, Brexit, Remainer, Keir, Corbyn, Starmer, Zandile}",set(),set()
1881,DA Federal Executive sticking Mmusi Maimane,78 days 12:36:01.518526000,"{Comelec, Comelec, Miraa, Gutherson, Maimane}",{Maimane},set()
1882,want industrial park Muhoroni residents tell Raila,78 days 12:34:01.518526000,"{Holmstad, Blatchford, Raila}",set(),set()
1883,Docket look Gelowitz assault trial,78 days 12:33:58.518526000,"{IAIA, Gelowitz, Akpabio}",set(),set()
1884,Draft Gunshots heard Sudlon II prayer vigil disturbed Sudlon,78 days 12:33:40.518526000,set(),"{Sudlon, MASLOC}",set()
1885,Forget Notre Dame de Paris rose widow Tumauini gorgeous glorious,78 days 12:32:10.518526000,"{Madiba, Tumauini}",set(),set()
1886,Comelec transparency server stops sending results media watchdogs,78 days 12:31:21.518526000,"{Flexa, Comelec, Comelec, Awujale}","{Folau, Ramaphosa, Ramaphosa}",set()
1887,Butali rally avoid defeat Police cruise,78 days 12:31:08.518526000,{Butali},set(),set()
1888,Halena Seiferling child care spending shows power good public policy,78 days 12:31:02.518526000,"{Halena, Vélo, Ardern, TradeVue, ActivEngage}",set(),set()
1889,Brexit deal unlikely pass second referendum promise Starmer says,78 days 12:30:58.518526000,"{Porzingis, Kristaps}","{FlySafair, Mutua}",set()
1890,EMSB commissioners propose high school swap instead transfers,78 days 12:30:39.518526000,"{Sintavia, EMSB}",set(),set()
1891,Brexit news latest thirds Labour reject Brexit deal second referendum Sir Keir Starmer warned,78 days 12:30:29.518526000,"{Starmer, Keir, PPCRV, Duterte, Brexit, Brexit}",set(),set()
1892,Edtech startup Cialfo raises m Series funds expansion,78 days 12:29:59.518526000,"{Advotics, Edtech, Cialfo}",set(),set()
1893,Как предлагают восстановить Нотр Дам Стеклопластиковая крыша солнечные панели сады и футуризм фото,78 days 12:29:27.518526000,"{Мужская, Boyolali, Пожалуй, Роберт, Игры, Idul, Артемий, Дауни, Zwift, Bungoma, Fitri, Perishers, Panelo, Kanduyi, Dareylea, Мертвые, Жена, Perishers, Musikoma, Сергея, Король}","{Горячее, Redefines, Елизаветы, Komphela, Dashiel, Brahmann, Tuldok}",{Лебедев}
1894,Ctrip owns half MakeMytrip swapping shares Naspers,78 days 12:29:13.518526000,"{Ctrip, Foodfare, Albay, Foodfare, Naspers, Metrovacesa, Archant}",set(),set()
1895,step Klopp,78 days 12:28:43.518526000,"{Mgitywa, Klopp}",set(),set()
1896,Explore Kallang history new walking trail,78 days 12:28:29.518526000,"{Jyye, Eveleigh}",set(),set()
1897,WalletHub Colorado leading drug arrest rates college campuses,78 days 12:27:58.518526000,"{WalletHub, Medupi, Kusile}",set(),set()
1898,Amakhosi cancelling awards,78 days 12:27:01.518526000,"{Baftas, Amakhosi}",set(),set()
1899,Reelectionist mayor threatened Duterte arrest wins Malabon,78 days 12:26:58.518526000,"{Daraga, Tanauan, Marawi, Reelectionist, Duterte}",set(),set()
1900,Farfetch launches resale platform,78 days 12:26:52.518526000,"{Farfetch, Flexa, Upflip}",set(),set()
1901,Game Thrones dragons fired season Drogon friends,78 days 12:26:32.518526000,"{Cleganebowl, Drogon, Cleganebowl}",set(),set()
1902,Mujiv Hataman wife Sitti defeat Akbars Basilan,78 days 12:26:21.518526000,"{Saltdogs, Goldeyes, Mujiv, Bahnsen, Cecilie}",set(),set()
1903,Hot stock ThaiBev shares tumble early trading posting earnings,78 days 12:26:20.518526000,"{ThaiBev, ThaiBev}",set(),set()
1904,Bingbong Crisologo undergoes inquest proceedings,78 days 12:26:01.518526000,"{Crisologo, Bingbong, Crisologo}",set(),set()
1905,Awards disappointed Stonebwoy reveals,78 days 12:25:53.518526000,"{DStv, Stonebwoy}",set(),set()
1906,wanted let Accused Brisebois slaying testifies stabbed man self defence,78 days 12:25:46.518526000,"{Mamelodi, Vavi, Wilkinsburg}",{Brisebois},set()
1907,Cloudstreet review,78 days 12:25:27.518526000,"{Cloudstreet, Crossback}",set(),set()
1908,Mental health Glaswegians declining mass surveillance,78 days 12:24:59.518526000,"{Glaswegians, Influencers}",set(),set()
1909,arrested Caraga violation liquor ban,78 days 12:24:49.518526000,"{Caraga, Masbate}",set(),set()
1910,Crisologo nakalabas na ng kulungan,78 days 12:23:48.518526000,{Crisologo},set(),set()
1911,Stroili gioielli come custodi di momenti indimenticabili,78 days 12:23:39.518526000,"{Keta, Lavori, Rosneft}",set(),set()
1912,Corbyn promise abolish Sats merely crowd pleaser,78 days 12:23:35.518526000,"{Corbyn, Cheema, Karanbir}",set(),set()
1913,Reader place deal second referendum,78 days 12:23:27.518526000,set(),set(),{Brexit}
1914,Regeni parents accuse Sisi knowing plan murder son,78 days 12:23:27.518526000,"{Brexit, Regeni}",set(),set()
1915,Junk Trunk event coming Somonauk,78 days 12:22:58.518526000,"{Somonauk, Ballymore}",set(),set()
1916,Knowmads workers future,78 days 12:22:08.518526000,"{Knowmads, Padolsky}",set(),set()
1917,Barking death police investigate body train tracks Upney station,78 days 12:21:58.518526000,"{Embleton, Upney}",set(),set()
1918,Governor Ikpeazu Sacks Enyimba Abia Warriors Chairmen Anyansi Agwu Inyama,78 days 12:21:50.518526000,"{Marawi, Duterte, Agwu, Inyama, Anyansi}",set(),set()
1919,Empire End Upcoming Sixth Season Plans Jussie Smollett Return,78 days 12:21:15.518526000,"{Smollett, Jussie, Jussie, Smollett, Smollett}",set(),set()
1920,Widow slain Trece Martires vice mayor wins,78 days 12:20:31.518526000,"{Trece, Martires, Batocabe}",set(),set()
1921,Read robust Brexit coverage,78 days 12:19:13.518526000,"{Nexza, Brexit, Clutha}",set(),set()
1922,Woman poisons children commits suicide Belgut,78 days 12:19:07.518526000,"{Belgut, Gargasoulas}",set(),set()
1923,Afcon Migne names provisional Harambee Stars squad,78 days 12:19:04.518526000,"{Migne, Migne}",{SportPesa},set()
1924,Rampe fined little girl umpire sledge climbing goalpost,78 days 12:18:44.518526000,"{Essuman, Rampe, Dadzie}",set(),set()
1925,Nxivm trial leader alleged cult tried break female followers says witness,78 days 12:17:58.518526000,"{Nxivm, Nxivm}",set(),set()
1926,cambió la vida en lo profesional Belenaza habla sobre su participación en Olmué,78 days 12:17:58.518526000,"{Belenaza, Belenaza}",set(),set()
1927,beautiful unseen photos Dumelo white wedding drop,78 days 12:17:58.518526000,set(),set(),set()
1928,Amherstburg council approves rezoning new hotel,78 days 12:17:53.518526000,"{Marvelstone, Amherstburg}",{KAYA},set()
1929,Women run TheatreWorks new project,78 days 12:17:46.518526000,"{Vesak, KPU}",set(),set()
1930,Ramaphosa tasks jobs greater responsiveness improved accountability impunity new corruption,78 days 12:17:39.518526000,"{Ramaphosa, Clutha}",set(),set()
1931,best UK vegetarians vegans,78 days 12:17:18.518526000,set(),set(),"{UK, UK}"
1932,UK remain leader tech innovation borderless mentality,78 days 12:16:59.518526000,set(),set(),"{UK, UK}"
1933,Manchester City claim Premier League title easy Brighton win,78 days 12:16:51.518526000,set(),"{Manchester, Premier, City, City, League, Liverpool, Premier, League, Liverpool, League, Manchester}","{City, Manchester, Manchester, Liverpool, City, City, Manchester, Manchester, Manchester, Manchester, Brighton, Manchester}"
1934,Maybe year Title winning podiums waste Anfield Manchester City win Brighton ensure Liverpool lift Premier League title,78 days 12:16:43.518526000,set(),"{Premier, League, Manchester, Liverpool, City, Manchester, City, Anfield}","{Liverpool, Brighton}"
1935,Manchester City pip Liverpool Premier League title win Brighton,78 days 12:15:55.518526000,set(),"{Manchester, Liverpool, City, League}","{Liverpool, City, Manchester, Brighton}"
1936,Manchester City win thrilling title race break Liverpool hearts,78 days 12:15:49.518526000,set(),"{City, Manchester, Liverpool}","{Brighton, Manchester, City, Manchester}"
1937,Manchester City wins retain Premier League title final day,78 days 12:14:34.518526000,set(),"{League, Premier}","{Manchester, City, Manchester, Manchester}"
1938,Brighton vs Man City live scoring Premier League updates,78 days 12:14:21.518526000,set(),"{League, Premier, Liverpool, League, Premier, League, Liverpool, Liverpool, Wolves, Man, Brighton, City}",set()
1939,Man City Premier League champions City beat Liverpool title final day season,78 days 12:14:06.518526000,"{Liverpool, Man, City}","{City, League, League, City, Premier, Man, Liverpool, League, League, Premier, Premier, Premier, League, Liverpool}","{Brighton, City, Man, City}"
1940,Liverpool hatch Premier League parade plans TOMORROW beat Man City title,78 days 12:13:58.518526000,set(),"{Brighton, City, Man, LIVE, Liverpool, League}",set()
1941,Liverpool Jurgen Klopp sends Man City Premier League title warning final day drama,78 days 12:13:56.518526000,"{Klopp, Jurgen}","{Sadio, Mane}","{Man, Liverpool, City}"
1942,Liverpool vs Wolves Jurgen Klopp vows Man City pip Premier League title,78 days 12:13:49.518526000,"{Liverpool, Jurgen, Wolves, Klopp}",set(),"{City, Manchester, League, City, Liverpool, Man}"
1943,Man City win Premier League Vincent Kompany praises Liverpool exceptional year insists deserve lose,78 days 12:13:42.518526000,"{Klopp, Kompany, Jurgen, Vincent}","{Manchester, City}","{Man, City}"
1944,South Africa president vows purge ANC deviant tendencies,78 days 12:13:30.518526000,set(),set(),"{Africa, Africa, South, South}"
1945,FM shares support Joanna Cherry amidst bullying allegations,78 days 12:12:50.518526000,"{Cherry, Joanna, Cherry, Joanna}",set(),set()
1946,Watch Andrade KOs strawweight champ Rose Namajunas brutal slam UFC,78 days 12:12:48.518526000,"{Namajunas, Rose, Andrade, Jessica}",set(),set()
1947,Brexit Nigel Farage explodes BBC Andrew Marr live air accusing ridiculous interview,78 days 12:12:14.518526000,"{Andrew, Marr, Nigel, Andrew, Marr, Marr, Andrew, Andrew, Farage, Nigel, Nigel, Marr, Brexit, Farage, Nigel}","{Brexit, Party, BBC}",set()
1948,Philippe Coutinho gets Barcelona fan backlash following Liverpool defeat,78 days 12:12:01.518526000,"{Coutinho, Philippe, Coutinho, Chelsea, Philippe}",{Barcelona},"{Liverpool, Barcelona}"
1949,Lewis Hamilton wins Spanish Grand Prix,78 days 12:11:55.518526000,"{Hamilton, Lewis}","{Grand, Hamilton, Prix}",set()
1950,Spanish Grand Prix race LIVE Bottas pole ahead Hamilton Vettel Barcelona,78 days 12:11:40.518526000,"{Lewis, Hamilton, Hamilton}","{Mercedes, Barcelona}",{Barcelona}
1951,Lewis Hamilton takes championship lead Spanish Grand Prix win,78 days 12:11:21.518526000,"{Hamilton, Hamilton, Lewis, Lewis}",set(),set()
1952,Aldi selling wooden tree house slide need quick,78 days 12:11:07.518526000,set(),{Aldi},{Aldi}
1953,Eurovision contest lyrics,78 days 12:10:29.518526000,set(),set(),"{Eurovision, Eurovision}"
1954,Eurovision watch start time win need know,78 days 12:09:59.518526000,set(),set(),"{Eurovision, Eurovision}"
1955,Europe Stocks drop China ups stakes trade war,78 days 12:09:46.518526000,set(),set(),"{China, China, China, China, China, China, China, China}"
1956,China trade tensions continue dictate trading,78 days 12:09:23.518526000,set(),set(),"{China, China, China, China}"
1957,China markets fall trade war deadlock prompts cautious trading,78 days 12:07:58.518526000,set(),set(),"{China, China, China, China, China, China, China, China}"
1958,Gold firms China trade impasse fuels safe haven demand,78 days 12:07:16.518526000,set(),set(),"{China, China}"
1959,loses China trade war,78 days 12:07:00.518526000,set(),set(),"{China, China, China, China, China, China}"
1960,China deliver deadly punch trade war Ex official,78 days 12:06:59.518526000,set(),set(),"{China, China}"
1961,tumbling renminbi inflame China tensions,78 days 12:06:51.518526000,set(),set(),"{China, China}"
1962,China hits tariffs goods,78 days 12:06:29.518526000,set(),set(),"{China, China}"
1963,China Stocks stumble tariff escalation state buying seen,78 days 12:05:45.518526000,set(),set(),"{China, China}"
1964,Economists China trade war worsening deal year end poll,78 days 12:05:34.518526000,set(),set(),"{China, China}"
1965,TV tonight Game Thrones Daenerys revenge,78 days 12:04:49.518526000,set(),set(),set()
1966,Hollywood boycott Georgia new abortion law,78 days 12:04:19.518526000,set(),"{Hollywood, Hollywood, Georgia}",{Georgia}
1967,Pakistan PM condemns insurgent attack luxury hotel,78 days 12:03:48.518526000,set(),set(),"{Pakistan, Pakistan}"
1968,Pakistan secures IMF bailout ease economic crisis,78 days 12:03:47.518526000,set(),set(),"{Pakistan, Pakistan, Pakistan}"
1969,Asian Insider trade talks fail,78 days 12:02:58.518526000,set(),set(),set()
1970,Asian shares moderate losses meltdown Wall St,78 days 12:01:41.518526000,set(),set(),set()
1971,UN chief says world track climate change,78 days 12:01:02.518526000,set(),set(),set()
1972,Game Thrones gave Cersei unexpected role Sunday climactic episode fans bewildered,78 days 12:00:28.518526000,set(),set(),set()
1973,Bangladesh charges extremists gay activist murders,78 days 11:59:45.518526000,set(),set(),"{Bangladesh, Bangladesh}"
1974,activists arrested unauthorised pride march Cuba,78 days 11:59:22.518526000,set(),set(),"{Cuba, Cuba}"
1975,BBC denial Brexit says furious Farage,78 days 11:59:10.518526000,"{Nigel, Farage, Brexit, Farage, Farage}","{BBC, BBC}",set()
1976,Montreal weather Wet weary breezy,78 days 11:59:02.518526000,set(),set(),"{Montreal, Montreal}"
1977,find best coffee Montreal,78 days 11:59:00.518526000,set(),set(),"{Montreal, Montreal, Montreal}"
1978,Duterte allies seek dominate Philippine midterm polls,78 days 11:58:51.518526000,set(),set(),set()
1979,Football players led Manchester City Premier League glory,78 days 11:58:02.518526000,set(),set(),"{City, Manchester, City, Manchester}"
1980,Football games won Manchester City Premier League title,78 days 11:57:49.518526000,set(),set(),"{City, Manchester, City, Manchester}"
1981,Actress Alyssa Milano calls sex strike protest abortion laws,78 days 11:57:26.518526000,"{Alyssa, Milano, Alyssa, Milano}",set(),set()
1982,Trump unsigned arms treaty guns,78 days 11:57:21.518526000,"{Trump, Trump}",set(),set()
1983,Trump trade war costing greatest political ally roaring stock market,78 days 11:57:16.518526000,"{Trump, Trump}",set(),set()
1984,Trump paraglider protesters escape criminal proceedings,78 days 11:57:01.518526000,"{Trump, Trump, Trump}",set(),set()
1985,Trump administration wants redlining easier,78 days 11:56:58.518526000,"{Trump, Trump}",set(),set()
1986,Hazard plays minutes Chelsea Leicester draw blank Premier League finale,78 days 11:56:58.518526000,"{Chelsea, Leicester}","{Chelsea, League, Leicester, Premier}",set()
1987,plane crash light aircraft smashes dual carriageway Wales drivers,78 days 11:56:58.518526000,set(),set(),"{Wales, Wales}"
1988,want Isaac Dogboe quit boxing trainer Paul Dogboe,78 days 11:56:58.518526000,"{Dogboe, Navarette, Paul, Dogboe, Dogboe, Isaac, Paul}",set(),set()
1989,PM Theresa aims reopen EU Brexit talks win opposition leader Jeremy Corbyn support,78 days 11:56:58.518526000,"{Brexit, Jeremy, Theresa, Brexit, Theresa}",set(),set()
1990,Pull plug Brexit talks Labour Theresa urged,78 days 11:56:48.518526000,"{Jeremy, Mundell, Brexit, Corbyn, Brexit, David, Theresa}",set(),set()
1991,Theresa remains opposed form Brexit referendum,78 days 11:56:42.518526000,"{Theresa, Remainers, Brexit, Corbyn, Jeremy}",set(),set()
1992,Jeremy Corbyn shake Labour Brexit headache,78 days 11:56:38.518526000,"{Jeremy, Jeremy, Corbyn, Corbyn}",set(),set()
1993,Let learn Brexit Britain copy mean spirited welfare policies,78 days 11:56:25.518526000,set(),set(),"{Britain, Britain, Brexit, Britain}"
1994,Public funding cuts spark boom times Britain private rehab sector,78 days 11:56:19.518526000,set(),set(),"{Britain, Britain}"
1995,Boss Followed Instagram,78 days 11:56:19.518526000,set(),set(),set()
1996,Teenager branded whore jealous rant stranger Instagram pictures,78 days 11:56:19.518526000,set(),set(),set()
1997,Cannes Film Festival poster unfurled,78 days 11:56:19.518526000,set(),set(),set()
1998,Alberta homeowners trying sell properties essay contest,78 days 11:56:18.518526000,set(),set(),"{Alberta, Alberta}"
1999,Alberta pot barons join forces form advocacy lobbying group,78 days 11:56:18.518526000,set(),set(),"{Alberta, Alberta}"
2000,Alberta couple welcomes set fraternal twins,78 days 11:56:16.518526000,set(),set(),"{Alberta, Alberta}"
2001,Glasgow private hire driver charged assault loses licence,78 days 11:56:08.518526000,set(),set(),"{Glasgow, Glasgow}"
2002,Solskjaer says work starts United dismal end season,78 days 11:55:58.518526000,"{United, Solskjaer, Solskjaer}",set(),set()
2003,Yemen war Rebel withdrawal key port disputed government,78 days 11:55:58.518526000,set(),set(),"{Yemen, Yemen}"
2004,Malfunctioning SD cards causes delay transmission votes Cebu,78 days 11:55:48.518526000,set(),set(),"{Cebu, Cebu}"
2005,Voting tactically European elections important think,78 days 11:55:45.518526000,set(),set(),set()
2006,Senior Tories fear party toast General Election,78 days 11:55:35.518526000,set(),set(),set()
2007,Manchester City news Pep Guardiola bans staff checking Liverpool score phones final day showdown,78 days 11:55:25.518526000,"{Guardiola, Pep}","{City, Manchester, Guardiola, Pep}","{Manchester, Liverpool}"
2008,Pep Guardiola sends message thanks Liverpool Manchester City win Premier League,78 days 11:55:20.518526000,"{Pep, Guardiola, Guardiola}","{Liverpool, City, Manchester}","{City, Manchester}"
2009,Guardiola thanks incredible Liverpool backs Manchester City kick,78 days 11:55:12.518526000,{Guardiola},{Manchester},"{England, City, Liverpool, Manchester}"
2010,Vancouver police seek help locating missing man dementia,78 days 11:55:10.518526000,set(),set(),"{Vancouver, Vancouver}"
2011,Myanmar pilot safely lands plane nose landing gear failure,78 days 11:54:26.518526000,set(),set(),"{Myanmar, Myanmar, Myanmar, Myanmar, Myanmar}"
2012,Ask Amy DNA testing uncovers terrible truth,78 days 11:54:21.518526000,"{Amy, AMY}",set(),set()
2013,James Charles Tati Westbrook feud LIVE YouTube subscriber count tracker,78 days 11:53:58.518526000,"{Tati, Tati, Charles, James, YouTube, Charles, YouTube, James}",set(),set()
2014,People destroying James Charles makeup following feud fellow beauty YouTuber Tati Westbrook,78 days 11:53:42.518526000,"{Tati, Charles, James, Tati, YouTubers, Westbrook}",set(),set()
2015,Beauty YouTuber Jeffree Star wades feud James Charles Tati Westbrook,78 days 11:53:35.518526000,"{Westbrook, James, Tati, Charles, Tati, Charles, James, YouTuber}",set(),set()
2016,married years worried passion fun anymore,78 days 11:53:33.518526000,set(),set(),set()
2017,Girl diagnosed leukaemia years sister beat,78 days 11:52:58.518526000,set(),set(),set()
2018,Heart disease deaths going time years,78 days 11:52:09.518526000,set(),set(),set()
2019,Soldier jailed horrific machete attack given day release years sentence,78 days 11:51:58.518526000,set(),set(),set()
2020,businesses fail years secret survive,78 days 11:51:48.518526000,set(),set(),set()
2021,Sales supervisor jailed years sexually abusing daughter years,78 days 11:50:58.518526000,set(),set(),set()
2022,Mum found dead hours complaining indigestion,78 days 11:50:31.518526000,set(),set(),set()
2023,Police new million sea weapon fight smugglers,78 days 11:50:19.518526000,set(),set(),set()
2024,million voters pick officials,78 days 11:50:08.518526000,set(),set(),set()
2025,investor awarded million cryptocurrency fraud,78 days 11:49:31.518526000,set(),set(),set()
2026,parts million levels atmosphere hit historic high,78 days 11:48:40.518526000,set(),set(),set()
2027,Labor pledges million national roll addiction program,78 days 11:48:09.518526000,set(),set(),set()
2028,Nearly people signed international scavenger hunt million bitcoin prize,78 days 11:48:06.518526000,set(),set(),set()
2029,Jury awards family injured boy million,78 days 11:47:06.518526000,set(),set(),set()
2030,Meghan Markle walking tight rope royal family thanks controversial views expert warns,78 days 11:46:44.518526000,"{Meghan, Meghan, Markle, Markle}",set(),set()
2031,Man City Liverpool incredible rule late twist title race,78 days 11:45:10.518526000,set(),"{Man, Liverpool, City, Liverpool}","{Liverpool, Man, City}"
2032,Man City release statement celebrate beating Liverpool Premier League,78 days 11:45:10.518526000,set(),set(),"{Liverpool, Liverpool, Man, City}"
2033,Expect Liverpool continue pushing Man City,78 days 11:44:58.518526000,{Liverpool},set(),"{City, Spurs}"
2034,Dundee sack Jim McIntyre Premiership relegation,78 days 11:44:55.518526000,"{McIntyre, Jim}",set(),"{Dundee, Dundee}"
2035,found dead German hotel room crossbow bolts bodies,78 days 11:44:42.518526000,set(),set(),set()
2036,found shot dead crossbow bolts German hotel,78 days 11:44:42.518526000,set(),set(),set()
2037,UAE Utico submits binding offer invest Hyflux,78 days 11:44:25.518526000,set(),"{Hyflux, UAE, Utico}",{UAE}
2038,UAE says ships targeted sabotage coast,78 days 11:43:59.518526000,set(),"{UAE, UAE, UAE, UAE, UAE}",set()
2039,Watch incredible moment runner Superman dive line beat rival m hurdles,78 days 11:43:51.518526000,"{Superman, Superman}",set(),set()
2040,Bafta TV awards list winners,78 days 11:42:19.518526000,set(),"{Bafta, Bafta, BAFTA, TV, Bafta, TV, TV, BAFTA, TV, TV}",set()
2041,Stocks Blog Chinese market respond trade war escalation,78 days 11:42:07.518526000,set(),set(),set()
2042,Girl kicked mother Chinese authorities propose rules protect child models,78 days 11:41:48.518526000,set(),set(),set()
2043,Victory Duterte children Davao City,78 days 11:41:48.518526000,set(),set(),"{City, City, Davao, Davao}"
2044,Duterte casts vote Davao City,78 days 11:41:43.518526000,set(),set(),set()
2045,Court told panicked cover Queensland worksite death,78 days 11:41:26.518526000,set(),set(),"{Queensland, Queensland}"
2046,Liverpool Wolves talking points Reds come short title bid,78 days 11:40:14.518526000,set(),set(),"{Liverpool, Liverpool}"
2047,Liverpool title party delayed year final day drama fails match quality league race,78 days 11:39:43.518526000,set(),"{Liverpool, Liverpool, Liverpool}",{Liverpool}
2048,Liverpool look set avoid pitfalls pass near misses,78 days 11:39:24.518526000,set(),set(),"{Liverpool, Liverpool}"
2049,Liverpool look day season new signings,78 days 11:37:55.518526000,set(),set(),"{Liverpool, Liverpool}"
2050,Game takeaways Sharks hit sour note Blues find rhythm,78 days 11:37:53.518526000,"{Blues, Blues}",set(),set()
2051,Liverpool aces fill JAMIE REDKNAPP Premier League team season,78 days 11:37:34.518526000,{JAMIE},"{Liverpool, League, League, Liverpool}",{Liverpool}
2052,Liverpool Wolves Sadio Mane double seals victory Anfield Jurgen Klopp men fall short Premier League title battle,78 days 11:37:15.518526000,"{Klopp, Anfield, Jurgen, Klopp, Jurgen}","{League, Sadio, Liverpool}",{Liverpool}
2053,Tottenham players motivated beating Arsenal Premier League table says Hugo Lloris,78 days 11:36:59.518526000,set(),"{Liverpool, Aubameyang, Tottenham, Klopp, Premier, Arsenal, League, Arsenal}",set()
2054,Liverpool expect challenge Premier League title season,78 days 11:36:58.518526000,set(),"{League, Liverpool}",{Liverpool}
2055,AFL Big Sticks Round,78 days 11:36:53.518526000,set(),"{AFL, AFL}",set()
2056,Yobs target Glasgow warehouse starting fire outside building senseless attack,78 days 11:36:38.518526000,"{Yobs, Glasgow}",set(),"{Glasgow, Craigton}"
2057,Opposition force emergency meeting defence committee Norman,78 days 11:36:20.518526000,"{Norman, Norman}",set(),set()
2058,Incredible thing McDonald old cooking oil kitchens,78 days 11:35:16.518526000,"{McDonald, McDonald}",set(),set()
2059,Premier League review matches season,78 days 11:35:12.518526000,set(),"{League, Premier, Premier, League}",set()
2060,Premier League club club assessment teams graded season ends,78 days 11:35:04.518526000,set(),"{League, League, Premier, Premier}",set()
2061,Premier League review young players season,78 days 11:34:58.518526000,set(),"{Premier, Premier, League, League}",set()
2062,En garde France embraces lightsaber sport,78 days 11:34:16.518526000,set(),set(),"{France, France}"
2063,Brian Walden death reminds lost art proper TV interview,78 days 11:33:32.518526000,"{Walden, Brian, Walden, Brian}",set(),set()
2064,Brian Walden MP TV broadcaster dies aged,78 days 11:33:29.518526000,"{Brian, Walden, Brian, Walden}",set(),set()
2065,Brian Walden Political broadcasting interview highlights,78 days 11:33:09.518526000,"{Brian, Walden, Brian, Walden}",set(),set()
2066,Eden Hazard transfer day Real Madrid announce signing revealed,78 days 11:32:22.518526000,set(),set(),"{Madrid, Madrid}"
2067,Germany considers mosque tax replace foreign funding,78 days 11:32:03.518526000,set(),set(),"{Germany, Germany, Germany}"
2068,people found dead impaled crossbow bolts picturesque riverside hotel Germany,78 days 11:31:30.518526000,set(),set(),"{Germany, Germany, Germany}"
2069,Germany puzzled crossbow deaths bodies found home victim,78 days 11:31:26.518526000,set(),set(),"{Germany, Germany, Germany}"
2070,arrested vote buying illegal campaign Negros Occidental town,78 days 11:30:52.518526000,set(),"{Occidental, Negros, Occidental, Negros}",set()
